npi,communityId,from_npi,providername,grouping,classification,specialization,to_npi,organization_name,patient_count,transaction_count,average_day_wait,std_day_wait,specialization_cleaned
1053519785,1337,1053519785,JONATHAN HODA,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",147,166,43.133,58.558,Cardiovascular Disease
1053519785,1337,1053519785,JONATHAN HODA,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1164469227,"HCA HEALTH SERVICES OF TENNESSEE, INC.",96,103,26.563,54.567,Cardiovascular Disease
1053519785,1337,1053519785,JONATHAN HODA,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,137,156,49.84,60.341,Cardiovascular Disease
1053519785,1337,1053519785,JONATHAN HODA,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1316379738,"HCA HEALTH SERVICES OF TENNESSEE, INC.",85,86,27.93,43.68,Cardiovascular Disease
1063403434,1353,1063403434,WESLEY RAY,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,93,148,21.074,33.893,Internal Medicine
1063403434,1353,1063403434,WESLEY RAY,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,29,59,28.932,38.964,Internal Medicine
1063407351,1332,1063407351,CHRISTOPHER HOLLOWAY,Allopathic & Osteopathic Physicians,Family Medicine,,1992776405,"HCA HEALTH SERVICES OF TENNESSEE, INC.",37,54,32.833,49.96,Family Medicine
1063407351,1332,1063407351,CHRISTOPHER HOLLOWAY,Allopathic & Osteopathic Physicians,Family Medicine,,1720032345,"HCA HEALTH SERVICES OF TENNESSEE, INC.",241,633,6.057,22.191,Family Medicine
1063407351,1332,1063407351,CHRISTOPHER HOLLOWAY,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,40,73,41.644,53.415,Family Medicine
1063407534,1344,1063407534,MOHAMMAD ALSOUB,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,651,1556,10.415,32.654,Pulmonary Disease
1063415131,1344,1063415131,ROLLAND LUPLOW,Allopathic & Osteopathic Physicians,Family Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,36,57,32.982,42.619,Family Medicine
1063415131,1344,1063415131,ROLLAND LUPLOW,Allopathic & Osteopathic Physicians,Family Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",60,79,35.57,39.257,Family Medicine
1063415131,1344,1063415131,ROLLAND LUPLOW,Allopathic & Osteopathic Physicians,Family Medicine,,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,247,397,28.461,39.112,Family Medicine
1063415131,1344,1063415131,ROLLAND LUPLOW,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,44,72,37.625,48.196,Family Medicine
1063445641,1359,1063445641,HARVEY MURFF,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,60,64,25.828,64.083,Internal Medicine
1063449031,1381,1063449031,BRAD MALTZ,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,252,303,25.073,56.483,Gastroenterology
1063449031,1381,1063449031,BRAD MALTZ,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,264,303,46.789,61.009,Gastroenterology
1063452399,1338,1063452399,NEWTON ALLEN,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,156,258,26.566,43.132,Internal Medicine
1063452399,1338,1063452399,NEWTON ALLEN,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,39,75,27.88,29.049,Internal Medicine
1063452902,1338,1063452902,JOHN GUENST,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,129,219,22.959,25.758,Internal Medicine
1063452902,1338,1063452902,JOHN GUENST,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,35,60,38.417,52.901,Internal Medicine
1063452902,1338,1063452902,JOHN GUENST,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,33,61,31.049,45.287,Internal Medicine
1063458255,1353,1063458255,BRENT COIL,Allopathic & Osteopathic Physicians,Family Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,46,63,37.857,55.215,Family Medicine
1063458255,1353,1063458255,BRENT COIL,Allopathic & Osteopathic Physicians,Family Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,51,93,36.29,53.172,Family Medicine
1063467876,1337,1063467876,JAMES ELROD,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",203,342,29.854,40.932,Internal Medicine
1063483568,1336,1063483568,TED MILLER,Allopathic & Osteopathic Physicians,Family Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,37,67,29.418,55.664,Family Medicine
1063485373,1338,1063485373,KIMBERLYN LANGLEY BROWN,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,251,269,0.026,0.427,Internal Medicine
1063485373,1338,1063485373,KIMBERLYN LANGLEY BROWN,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,52,54,31.926,47.247,Internal Medicine
1063506921,1336,1063506921,JOHN PENNINGTON,Allopathic & Osteopathic Physicians,Family Medicine,,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,56,69,46.058,56.94,Family Medicine
1063506921,1336,1063506921,JOHN PENNINGTON,Allopathic & Osteopathic Physicians,Family Medicine,,1669567897,NORTHCREST MEDICAL CENTER,652,1890,6.131,19.607,Family Medicine
1063506921,1336,1063506921,JOHN PENNINGTON,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,88,175,24.983,30.191,Family Medicine
1063739480,1336,1063739480,JARROD CRAIG,Allopathic & Osteopathic Physicians,Internal Medicine,,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,352,919,0.922,9.479,Internal Medicine
1063739480,1336,1063739480,JARROD CRAIG,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",63,76,22.487,45.249,Internal Medicine
1063739480,1336,1063739480,JARROD CRAIG,Allopathic & Osteopathic Physicians,Internal Medicine,,1285644237,"SUMNER REGIONAL HEALTH SYSTEMS, INC",56,94,15.298,38.239,Internal Medicine
1063739480,1336,1063739480,JARROD CRAIG,Allopathic & Osteopathic Physicians,Internal Medicine,,1548581598,SUMNER REGIONAL MEDICAL CENTER LLC,64,66,3.636,11.884,Internal Medicine
1063739480,1336,1063739480,JARROD CRAIG,Allopathic & Osteopathic Physicians,Internal Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,468,1000,1.322,9.504,Internal Medicine
1063864775,1381,1063864775,PAULA DUNN,Allopathic & Osteopathic Physicians,Family Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,228,522,15.385,37.623,Family Medicine
1063864775,1381,1063864775,PAULA DUNN,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,74,111,36.838,45.612,Family Medicine
1073505830,1338,1073505830,STANLEY LEE,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1629025648,SAINT THOMAS WEST HOSPITAL,338,1727,3.173,15.327,Nephrology
1073505830,1338,1073505830,STANLEY LEE,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",91,159,24.843,38.347,Nephrology
1073505830,1338,1073505830,STANLEY LEE,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1780778969,SAINT THOMAS WEST HOSPITAL,92,157,25.146,43.009,Nephrology
1073505830,1338,1073505830,STANLEY LEE,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,69,109,42.514,54.513,Nephrology
1073516001,1344,1073516001,DAVID ROSS,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,34,54,36.685,45.278,Internal Medicine
1073516001,1344,1073516001,DAVID ROSS,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",45,70,30.371,42.083,Internal Medicine
1073516001,1344,1073516001,DAVID ROSS,Allopathic & Osteopathic Physicians,Internal Medicine,,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,215,356,34.567,49.894,Internal Medicine
1073516001,1344,1073516001,DAVID ROSS,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,60,114,28.395,31.253,Internal Medicine
1073518734,1355,1073518734,MARQUETTA FAULKNER,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1568551455,NASHVILLE GENERAL HOSPITAL,70,204,6.402,8.956,Nephrology
1073547402,1332,1073547402,JONATHAN ROTKER,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1720032345,"HCA HEALTH SERVICES OF TENNESSEE, INC.",348,469,12.772,41.408,Gastroenterology
1073580338,1353,1073580338,LAURA WILE,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,56,67,49.388,54.958,Internal Medicine
1073580338,1353,1073580338,LAURA WILE,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,27,52,43.404,50.333,Internal Medicine
1073600102,1359,1073600102,SARALYN WILLIAMS,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,73,76,4.447,10.348,Internal Medicine
1073603411,1381,1073603411,CHRISTOPHER BURRESS,Allopathic & Osteopathic Physicians,Internal Medicine,,1861479545,MAURY REGIONAL HOSPITAL,58,69,36.942,41.174,Internal Medicine
1073603411,1381,1073603411,CHRISTOPHER BURRESS,Allopathic & Osteopathic Physicians,Internal Medicine,,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,51,99,14.778,27.579,Internal Medicine
1073603411,1381,1073603411,CHRISTOPHER BURRESS,Allopathic & Osteopathic Physicians,Internal Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,147,165,37.648,51.456,Internal Medicine
1073603411,1381,1073603411,CHRISTOPHER BURRESS,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,141,169,35.834,50.151,Internal Medicine
1073603411,1381,1073603411,CHRISTOPHER BURRESS,Allopathic & Osteopathic Physicians,Internal Medicine,,1942676432,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FRANKLIN, LLC",294,327,2.031,2.474,Internal Medicine
1073605481,1359,1073605481,FRANK FISH,Allopathic & Osteopathic Physicians,Pediatrics,Pediatric Cardiology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,32,71,2.366,18.318,Pediatric Cardiology
1073605499,1359,1073605499,BOBBY WHITE,Allopathic & Osteopathic Physicians,Internal Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,223,320,44.156,60.788,Internal Medicine
1073605499,1359,1073605499,BOBBY WHITE,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,500,876,8.301,25.25,Internal Medicine
1073607784,1359,1073607784,JAYANT BAGAI,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,598,620,5.103,16.584,Interventional Cardiology
1073633780,1381,1073633780,NANCY WOLFE-SIDBERRY,Allopathic & Osteopathic Physicians,Family Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,62,91,30.505,55.34,Family Medicine
1073633780,1381,1073633780,NANCY WOLFE-SIDBERRY,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,51,70,38.7,48.366,Family Medicine
1073808747,1359,1073808747,ELIZABETH SCOVILLE,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,99,136,1.904,7.149,Gastroenterology
1073856696,1334,1073856696,BRYAN OVERCARSH,Allopathic & Osteopathic Physicians,Internal Medicine,,1639123615,HTI MEMORIAL HOSPITAL CORPORATION,224,376,3.394,8.094,Internal Medicine
1073856696,1334,1073856696,BRYAN OVERCARSH,Allopathic & Osteopathic Physicians,Internal Medicine,,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,837,2192,0.0,0.0,Internal Medicine
1073856696,1334,1073856696,BRYAN OVERCARSH,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,68,69,49.493,49.582,Internal Medicine
1083001747,1336,1083001747,OYEDOTUN OYEWOLE,Allopathic & Osteopathic Physicians,Family Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,158,216,0.0,0.0,Family Medicine
1083606248,1338,1083606248,RALPH ATKINSON,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1861479545,MAURY REGIONAL HOSPITAL,145,243,40.901,49.006,Nephrology
1083606248,1338,1083606248,RALPH ATKINSON,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1629025648,SAINT THOMAS WEST HOSPITAL,337,748,4.757,22.32,Nephrology
1083606248,1338,1083606248,RALPH ATKINSON,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",195,345,27.087,50.184,Nephrology
1083606248,1338,1083606248,RALPH ATKINSON,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1780778969,SAINT THOMAS WEST HOSPITAL,99,133,45.023,64.199,Nephrology
1083606248,1338,1083606248,RALPH ATKINSON,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,89,130,48.431,62.363,Nephrology
1083609481,1334,1083609481,HARRY BONNAIRE,Allopathic & Osteopathic Physicians,Family Medicine,,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,60,96,35.292,45.889,Family Medicine
1083609481,1334,1083609481,HARRY BONNAIRE,Allopathic & Osteopathic Physicians,Family Medicine,,1942442710,ROLLING HILLS HOSPITAL LLC,111,121,5.579,4.362,Family Medicine
1083614044,1374,1083614044,WARREN LANGWORTHY,Allopathic & Osteopathic Physicians,Family Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,111,151,47.649,51.64,Family Medicine
1083614044,1374,1083614044,WARREN LANGWORTHY,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,56,84,48.56,58.985,Family Medicine
1083622575,1336,1083622575,JOSEPH OZENNE,Allopathic & Osteopathic Physicians,Internal Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,295,573,0.0,0.0,Internal Medicine
1083622575,1336,1083622575,JOSEPH OZENNE,Allopathic & Osteopathic Physicians,Internal Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,52,57,47.877,46.171,Internal Medicine
1083659163,1334,1083659163,MICHEL KUZUR,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,235,489,17.773,39.087,Medical Oncology
1083659163,1334,1083659163,MICHEL KUZUR,Allopathic & Osteopathic Physicians,Internal Medicine,Medical Oncology,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,37,62,37.871,63.043,Medical Oncology
1083665962,1336,1083665962,SCOTT HANDE,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,92,197,14.066,42.789,Gastroenterology
1083665962,1336,1083665962,SCOTT HANDE,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,330,679,9.573,32.787,Gastroenterology
1083665962,1336,1083665962,SCOTT HANDE,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,44,60,45.267,54.633,Gastroenterology
1083665962,1336,1083665962,SCOTT HANDE,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,77,101,40.812,58.607,Gastroenterology
1083687305,1336,1083687305,STEPHEN BENNETT,Allopathic & Osteopathic Physicians,Family Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,41,50,32.74,41.431,Family Medicine
1083687305,1336,1083687305,STEPHEN BENNETT,Allopathic & Osteopathic Physicians,Family Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",60,68,37.529,57.574,Family Medicine
1083687305,1336,1083687305,STEPHEN BENNETT,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,33,50,35.9,45.451,Family Medicine
1083687305,1336,1083687305,STEPHEN BENNETT,Allopathic & Osteopathic Physicians,Family Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,286,576,22.09,38.082,Family Medicine
1083703540,1340,1083703540,JOHANNA BENDELL,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",125,230,15.839,38.195,Hematology & Oncology
1083712939,1359,1083712939,J. HELDERMAN,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,294,693,1.309,4.731,Nephrology
1083713424,1359,1083713424,IVAN ROBBINS,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,285,762,3.596,11.712,Pulmonary Disease
1083798193,1359,1083798193,KAREN BLOCH,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,230,363,3.433,6.495,Infectious Disease
1083871164,1359,1083871164,DAVID EDWARDS,Allopathic & Osteopathic Physicians,Internal Medicine,Obesity Medicine,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,149,197,16.33,35.254,Obesity Medicine
1083905822,1340,1083905822,BRITNEY FRIESEN,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",416,959,0.0,0.0,Internal Medicine
1083905822,1340,1083905822,BRITNEY FRIESEN,Allopathic & Osteopathic Physicians,Internal Medicine,,1932146032,"HCA HEALTH SERVICES OF TENNESSEE, INC.",47,52,20.038,39.011,Internal Medicine
1083905822,1340,1083905822,BRITNEY FRIESEN,Allopathic & Osteopathic Physicians,Internal Medicine,,1750328852,"HCA HEALTH SERVICES OF TENNESSEE, INC.",26,52,7.596,21.586,Internal Medicine
1093150351,1353,1093150351,CHRISTOPHER MOLINI,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",47,67,1.731,4.521,Nephrology
1093150351,1353,1093150351,CHRISTOPHER MOLINI,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1780778969,SAINT THOMAS WEST HOSPITAL,63,149,1.309,4.95,Nephrology
1093155913,1349,1093155913,ANDREW NIELSEN,Allopathic & Osteopathic Physicians,Internal Medicine,,1861479545,MAURY REGIONAL HOSPITAL,108,146,6.678,16.294,Internal Medicine
1093706962,1340,1093706962,GINA CHANDLER,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",298,444,19.777,44.214,Cardiovascular Disease
1093718272,1344,1093718272,DAVID BLAZER,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",103,113,47.071,69.067,Cardiovascular Disease
1093718272,1344,1093718272,DAVID BLAZER,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,573,934,19.691,43.312,Cardiovascular Disease
1093718272,1344,1093718272,DAVID BLAZER,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,66,101,48.535,56.608,Cardiovascular Disease
1093738536,1374,1093738536,PAUL JACKSON,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1992776405,"HCA HEALTH SERVICES OF TENNESSEE, INC.",223,635,5.611,21.854,Cardiovascular Disease
1093738536,1374,1093738536,PAUL JACKSON,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1720032345,"HCA HEALTH SERVICES OF TENNESSEE, INC.",12,50,9.42,35.828,Cardiovascular Disease
